"","country","agegrp","st","year","N_cases","pct","total_cases"
"343","Austria",5,"23B",2010,1.1014492736,0.00724637680797101,151.9999998328
"344","Austria",5,"23B",2012,6.320987648,0.0493827160395062,127.9999998976
"345","Austria",5,"23B",2013,5.6832298098,0.0310559006496894,182.9999997072
"346","Austria",5,"23B",2014,3.4520547936,0.0205479452267123,167.9999997816
"347","Austria",5,"23B",2015,3.4142856938,0.0142857142271429,238.9999995459
"348","Austria",5,"23B",2016,4.4279069618,0.0186046511409302,237.9999994764
"349","Austria",5,"23B",2017,3.2365591181,0.0107526881247312,300.9999993077
"350","Austria",5,"23B",2018,7.5833333082,0.0216049382324074,350.9999994735
"351","Austria",5,"23B",2019,9.8495574975,0.0265486725318584,370.9999995548
"352","Austria",5,"23F",2010,1.1014492736,0.00724637680797101,151.9999998328
"353","Austria",5,"23F",2012,3.160493824,0.0246913580197531,127.9999998976
"354","Austria",5,"23F",2013,3.4099378749,0.0186335403298137,182.9999997072
"355","Austria",5,"23F",2014,5.7534246504,0.0342465753445205,167.9999997816
"356","Austria",5,"23F",2015,4.552380941,0.0190476190361905,238.9999995459
"357","Austria",5,"23F",2016,3.3209302154,0.0139534883306977,237.9999994764
"358","Austria",5,"23F",2017,7.5519713157,0.0250896057577061,300.9999993077
"359","Austria",5,"23F",2018,3.2499999792,0.00925925921388889,350.9999994735
"360","Austria",5,"23F",2019,4.37758111,0.0117994100141593,370.9999995548
"361","Austria",5,"24",2010,0,0,151.9999998328
"362","Austria",5,"24",2012,0,0,127.9999998976
"363","Austria",5,"24",2013,0,0,182.9999997072
"364","Austria",5,"24",2014,0,0,167.9999997816
"365","Austria",5,"24",2019,0,0,370.9999995548
"366","Austria",5,"24A",2010,0,0,151.9999998328
"367","Austria",5,"24A",2012,0,0,127.9999998976
"368","Austria",5,"24A",2013,0,0,182.9999997072
"369","Austria",5,"24A",2014,0,0,167.9999997816
"370","Austria",5,"24A",2015,0,0,238.9999995459
"371","Austria",5,"24A",2016,0,0,237.9999994764
"372","Austria",5,"24A",2017,0,0,300.9999993077
"373","Austria",5,"24A",2018,0,0,350.9999994735
"374","Austria",5,"24A",2019,0,0,370.9999995548
"375","Austria",5,"24B",2012,0,0,127.9999998976
"376","Austria",5,"24B",2016,0,0,237.9999994764
"377","Austria",5,"24B",2017,0,0,300.9999993077
"378","Austria",5,"24B",2018,0,0,350.9999994735
"379","Austria",5,"24B",2019,0,0,370.9999995548
"380","Austria",5,"24F",2010,3.3043478208,0.021739130423913,151.9999998328
"381","Austria",5,"24F",2012,0,0,127.9999998976
"382","Austria",5,"24F",2013,4.5465838332,0.0248447204397516,182.9999997072
"383","Austria",5,"24F",2014,4.6027397136,0.0273972602356164,167.9999997816
"384","Austria",5,"24F",2015,5.6904761882,0.0238095238452381,238.9999995459
"385","Austria",5,"24F",2016,5.5348837082,0.0232558139511628,237.9999994764
"386","Austria",5,"24F",2017,11.8673834832,0.039426523290681,300.9999993077
"387","Austria",5,"24F",2018,4.333333329,0.0123456790185185,350.9999994735
"388","Austria",5,"24F",2019,9.8495574975,0.0265486725318584,370.9999995548
"389","Austria",5,"25",2010,0,0,151.9999998328
"390","Austria",5,"25A",2010,0,0,151.9999998328
"391","Austria",5,"25A",2012,0,0,127.9999998976
"392","Austria",5,"25A",2013,0,0,182.9999997072
"393","Austria",5,"25A",2014,0,0,167.9999997816
"394","Austria",5,"25A",2015,0,0,238.9999995459
"395","Austria",5,"25A",2016,0,0,237.9999994764
"396","Austria",5,"25A",2017,1.0788530193,0.00358422930824373,300.9999993077
